Waiting for Blazegraph to finish starting up...
2024-10-28 09:35:17.175:INFO::main: Logging initialized @1962ms to org.eclipse.jetty.util.log.StdErrLog
2024-10-28 09:35:18.253:WARN:oejx.XmlConfiguration:main: Property 'jetty.port' is deprecated, use 'jetty.http.port' instead
2024-10-28 09:35:22.470:WARN:oeja.AnnotationParser:qtp692342133-12: cern.jet.random.sampling.RandomSampler scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/random/sampling/RandomSampler.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/random/sampling/RandomSampler.class
2024-10-28 09:35:22.475:WARN:oeja.AnnotationParser:qtp692342133-12: cern.jet.random.sampling.RandomSamplingAssistant scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/random/sampling/RandomSamplingAssistant.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/random/sampling/RandomSamplingAssistant.class
2024-10-28 09:35:22.475:WARN:oeja.AnnotationParser:qtp692342133-11: cern.jet.math.Functions$59 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/Functions$59.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/Functions$59.class
2024-10-28 09:35:22.477:WARN:oeja.AnnotationParser:qtp692342133-11: cern.jet.math.Functions$6 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/Functions$6.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/Functions$6.class
2024-10-28 09:35:22.477:WARN:oeja.AnnotationParser:qtp692342133-12: cern.jet.random.sampling.WeightedRandomSampler scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/random/sampling/WeightedRandomSampler.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/random/sampling/WeightedRandomSampler.class
2024-10-28 09:35:22.479:WARN:oeja.AnnotationParser:qtp692342133-11: cern.jet.math.Functions$60 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/Functions$60.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/Functions$60.class
2024-10-28 09:35:22.479:WARN:oeja.AnnotationParser:qtp692342133-12: cern.jet.stat.Descriptive scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/stat/Descriptive.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/stat/Descriptive.class
2024-10-28 09:35:22.481:WARN:oeja.AnnotationParser:qtp692342133-11: cern.jet.math.Functions$61 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/Functions$61.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/Functions$61.class
2024-10-28 09:35:22.482:WARN:oeja.AnnotationParser:qtp692342133-12: cern.jet.stat.Gamma scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/stat/Gamma.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/stat/Gamma.class
2024-10-28 09:35:22.482:WARN:oeja.AnnotationParser:qtp692342133-12: cern.jet.stat.Probability scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/stat/Probability.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/stat/Probability.class
2024-10-28 09:35:22.482:WARN:oeja.AnnotationParser:qtp692342133-11: cern.jet.math.Functions$62 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/Functions$62.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/Functions$62.class
2024-10-28 09:35:22.483:WARN:oeja.AnnotationParser:qtp692342133-11: cern.jet.math.Functions$7 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/Functions$7.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/Functions$7.class
2024-10-28 09:35:22.540:WARN:oeja.AnnotationParser:qtp692342133-12: cern.jet.stat.quantile.Buffer scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/stat/quantile/Buffer.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/stat/quantile/Buffer.class
2024-10-28 09:35:22.546:WARN:oeja.AnnotationParser:qtp692342133-12: cern.jet.stat.quantile.BufferSet scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/stat/quantile/BufferSet.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/stat/quantile/BufferSet.class
2024-10-28 09:35:22.547:WARN:oeja.AnnotationParser:qtp692342133-12: cern.jet.stat.quantile.DoubleBuffer scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/stat/quantile/DoubleBuffer.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/stat/quantile/DoubleBuffer.class
2024-10-28 09:35:22.547:WARN:oeja.AnnotationParser:qtp692342133-12: cern.jet.stat.quantile.DoubleBufferSet scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/stat/quantile/DoubleBufferSet.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/stat/quantile/DoubleBufferSet.class
2024-10-28 09:35:22.547:WARN:oeja.AnnotationParser:qtp692342133-12: cern.jet.stat.quantile.DoubleQuantileEstimator scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/stat/quantile/DoubleQuantileEstimator.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/stat/quantile/DoubleQuantileEstimator.class
2024-10-28 09:35:22.550:WARN:oeja.AnnotationParser:qtp692342133-11: cern.jet.math.Functions$8 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/Functions$8.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/Functions$8.class
2024-10-28 09:35:22.550:WARN:oeja.AnnotationParser:qtp692342133-12: cern.jet.stat.quantile.DoubleQuantileFinder scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/stat/quantile/DoubleQuantileFinder.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/stat/quantile/DoubleQuantileFinder.class
2024-10-28 09:35:22.553:WARN:oeja.AnnotationParser:qtp692342133-11: cern.jet.math.Functions$9 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/Functions$9.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/Functions$9.class
2024-10-28 09:35:22.553:WARN:oeja.AnnotationParser:qtp692342133-12: cern.jet.stat.quantile.EquiDepthHistogram scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/stat/quantile/EquiDepthHistogram.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/stat/quantile/EquiDepthHistogram.class
2024-10-28 09:35:22.555:WARN:oeja.AnnotationParser:qtp692342133-11: cern.jet.math.Functions scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/Functions.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/Functions.class
2024-10-28 09:35:22.561:WARN:oeja.AnnotationParser:qtp692342133-11: cern.jet.math.IntFunctions$1 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$1.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$1.class
2024-10-28 09:35:22.562:WARN:oeja.AnnotationParser:qtp692342133-11: cern.jet.math.IntFunctions$10 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$10.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$10.class
2024-10-28 09:35:22.563:WARN:oeja.AnnotationParser:qtp692342133-11: cern.jet.math.IntFunctions$11 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$11.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$11.class
2024-10-28 09:35:22.563:WARN:oeja.AnnotationParser:qtp692342133-11: cern.jet.math.IntFunctions$12 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$12.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$12.class
2024-10-28 09:35:22.564:WARN:oeja.AnnotationParser:qtp692342133-11: cern.jet.math.IntFunctions$13 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$13.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$13.class
2024-10-28 09:35:22.565:WARN:oeja.AnnotationParser:qtp692342133-11: cern.jet.math.IntFunctions$14 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$14.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$14.class
2024-10-28 09:35:22.565:WARN:oeja.AnnotationParser:qtp692342133-11: cern.jet.math.IntFunctions$15 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$15.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$15.class
2024-10-28 09:35:22.559:WARN:oeja.AnnotationParser:qtp692342133-12: cern.jet.stat.quantile.ExactDoubleQuantileFinder scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/stat/quantile/ExactDoubleQuantileFinder.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/stat/quantile/ExactDoubleQuantileFinder.class
2024-10-28 09:35:22.566:WARN:oeja.AnnotationParser:qtp692342133-12: cern.jet.stat.quantile.KnownDoubleQuantileEstimator scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/stat/quantile/KnownDoubleQuantileEstimator.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/stat/quantile/KnownDoubleQuantileEstimator.class
2024-10-28 09:35:22.566:WARN:oeja.AnnotationParser:qtp692342133-11: cern.jet.math.IntFunctions$16 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$16.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$16.class
2024-10-28 09:35:22.566:WARN:oeja.AnnotationParser:qtp692342133-12: cern.jet.stat.quantile.Quantile1Test scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/stat/quantile/Quantile1Test.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/stat/quantile/Quantile1Test.class
2024-10-28 09:35:22.566:WARN:oeja.AnnotationParser:qtp692342133-11: cern.jet.math.IntFunctions$17 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$17.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$17.class
2024-10-28 09:35:22.567:WARN:oeja.AnnotationParser:qtp692342133-12: cern.jet.stat.quantile.QuantileCalc scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/stat/quantile/QuantileCalc.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/stat/quantile/QuantileCalc.class
2024-10-28 09:35:22.567:WARN:oeja.AnnotationParser:qtp692342133-12: cern.jet.stat.quantile.QuantileFinderFactory scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/stat/quantile/QuantileFinderFactory.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/stat/quantile/QuantileFinderFactory.class
2024-10-28 09:35:22.567:WARN:oeja.AnnotationParser:qtp692342133-12: cern.jet.stat.quantile.QuantileFinderTest scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/stat/quantile/QuantileFinderTest.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/stat/quantile/QuantileFinderTest.class
2024-10-28 09:35:22.567:WARN:oeja.AnnotationParser:qtp692342133-11: cern.jet.math.IntFunctions$18 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$18.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$18.class
2024-10-28 09:35:22.568:WARN:oeja.AnnotationParser:qtp692342133-11: cern.jet.math.IntFunctions$19 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$19.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$19.class
2024-10-28 09:35:22.568:WARN:oeja.AnnotationParser:qtp692342133-11: cern.jet.math.IntFunctions$2 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$2.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$2.class
2024-10-28 09:35:22.569:WARN:oeja.AnnotationParser:qtp692342133-12: cern.jet.stat.quantile.UnknownDoubleQuantileEstimator$1 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/stat/quantile/UnknownDoubleQuantileEstimator$1.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/stat/quantile/UnknownDoubleQuantileEstimator$1.class
2024-10-28 09:35:22.569:WARN:oeja.AnnotationParser:qtp692342133-12: cern.jet.stat.quantile.UnknownDoubleQuantileEstimator scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/stat/quantile/UnknownDoubleQuantileEstimator.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/stat/quantile/UnknownDoubleQuantileEstimator.class
2024-10-28 09:35:22.569:WARN:oeja.AnnotationParser:qtp692342133-11: cern.jet.math.IntFunctions$20 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$20.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$20.class
2024-10-28 09:35:22.569:WARN:oeja.AnnotationParser:qtp692342133-12: cern.jet.stat.quantile.Utils scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/stat/quantile/Utils.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/stat/quantile/Utils.class
2024-10-28 09:35:22.570:WARN:oeja.AnnotationParser:qtp692342133-11: cern.jet.math.IntFunctions$21 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$21.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$21.class
2024-10-28 09:35:22.570:WARN:oeja.AnnotationParser:qtp692342133-11: cern.jet.math.IntFunctions$22 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$22.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$22.class
2024-10-28 09:35:22.571:WARN:oeja.AnnotationParser:qtp692342133-11: cern.jet.math.IntFunctions$23 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$23.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$23.class
